point_id,source_dataset,old_label,action,new_label,scores_used,reason
reas-epoch-otis-sonnet37-64k,Epoch AI benchmarks,above,above,above,AI 57.78% vs contest mean 51.55%,human 0.89 of AI on the benchmark metric
reas-epoch-otis-sonnet46-32k,Epoch AI benchmarks,above,above,above,AI 85.79% vs contest mean 51.55%,human 0.60 of AI on the benchmark metric
agen-epoch-swebench-dsv4promax,Epoch AI benchmarks,below,keep_below,below,AI 77.64% resolved vs a correct patch conditional on solving (100%),AI 0.78 of human on the benchmark metric
agen-epoch-swebench-gemini25pro,Epoch AI benchmarks,below,keep_below,below,AI 57.56% resolved vs a correct patch conditional on solving (100%),"AI 0.58 of human on the benchmark metric (borderline, ratio 0.58)"
agen-epoch-swebench-gemini31pro-ct,Epoch AI benchmarks,below,keep_below,below,AI 75.62% resolved vs a correct patch conditional on solving (100%),AI 0.76 of human on the benchmark metric
agen-epoch-swebench-gemini35flash,Epoch AI benchmarks,below,keep_below,below,AI 79.34% resolved vs a correct patch conditional on solving (100%),AI 0.79 of human on the benchmark metric
agen-epoch-swebench-gemini3flash,Epoch AI benchmarks,below,keep_below,below,AI 75.41% resolved vs a correct patch conditional on solving (100%),AI 0.75 of human on the benchmark metric
agen-epoch-swebench-gemini3pro,Epoch AI benchmarks,below,keep_below,below,AI 72.93% resolved vs a correct patch conditional on solving (100%),AI 0.73 of human on the benchmark metric
agen-epoch-swebench-glm5,Epoch AI benchmarks,below,keep_below,below,AI 72.08% resolved vs a correct patch conditional on solving (100%),AI 0.72 of human on the benchmark metric
agen-epoch-swebench-glm52max,Epoch AI benchmarks,below,keep_below,below,AI 78.67% resolved vs a correct patch conditional on solving (100%),AI 0.79 of human on the benchmark metric
agen-epoch-swebench-gpt41,Epoch AI benchmarks,below,keep_below,below,AI 48.54% resolved vs a correct patch conditional on solving (100%),"AI 0.49 of human on the benchmark metric (borderline, ratio 0.49)"
agen-epoch-swebench-gpt51high,Epoch AI benchmarks,below,keep_below,below,AI 67.98% resolved vs a correct patch conditional on solving (100%),AI 0.68 of human on the benchmark metric
agen-epoch-swebench-gpt52high,Epoch AI benchmarks,below,keep_below,below,AI 73.76% resolved vs a correct patch conditional on solving (100%),AI 0.74 of human on the benchmark metric
agen-epoch-swebench-gpt53codex,Epoch AI benchmarks,below,keep_below,below,AI 74.79% resolved vs a correct patch conditional on solving (100%),AI 0.75 of human on the benchmark metric
agen-epoch-swebench-gpt5mini,Epoch AI benchmarks,below,keep_below,below,AI 64.67% resolved vs a correct patch conditional on solving (100%),AI 0.65 of human on the benchmark metric
agen-epoch-swebench-kimik25,Epoch AI benchmarks,below,keep_below,below,AI 73.76% resolved vs a correct patch conditional on solving (100%),AI 0.74 of human on the benchmark metric
agen-epoch-swebench-kimik26,Epoch AI benchmarks,below,keep_below,below,AI 76.65% resolved vs a correct patch conditional on solving (100%),AI 0.77 of human on the benchmark metric
agen-epoch-swebench-o3med,Epoch AI benchmarks,below,keep_below,below,AI 62.32% resolved vs a correct patch conditional on solving (100%),AI 0.62 of human on the benchmark metric
agen-epoch-swebench-opus4,Epoch AI benchmarks,below,keep_below,below,AI 70.66% resolved vs a correct patch conditional on solving (100%),AI 0.71 of human on the benchmark metric
agen-epoch-swebench-opus41,Epoch AI benchmarks,below,keep_below,below,AI 73.35% resolved vs a correct patch conditional on solving (100%),AI 0.73 of human on the benchmark metric
agen-epoch-swebench-opus45,Epoch AI benchmarks,below,keep_below,below,AI 76.65% resolved vs a correct patch conditional on solving (100%),AI 0.77 of human on the benchmark metric
agen-epoch-swebench-opus46,Epoch AI benchmarks,below,keep_below,below,AI 75.62% resolved vs a correct patch conditional on solving (100%),AI 0.76 of human on the benchmark metric
agen-epoch-swebench-opus47max,Epoch AI benchmarks,below,keep_below,below,AI 83.47% resolved vs a correct patch conditional on solving (100%),AI 0.83 of human on the benchmark metric
agen-epoch-swebench-qwen36plus,Epoch AI benchmarks,below,keep_below,below,AI 57.85% resolved vs a correct patch conditional on solving (100%),"AI 0.58 of human on the benchmark metric (borderline, ratio 0.58)"
agen-epoch-swebench-qwen37max,Epoch AI benchmarks,below,keep_below,below,AI 77.27% resolved vs a correct patch conditional on solving (100%),AI 0.77 of human on the benchmark metric
agen-epoch-swebench-sonnet45,Epoch AI benchmarks,below,keep_below,below,AI 71.28% resolved vs a correct patch conditional on solving (100%),AI 0.71 of human on the benchmark metric
agen-epoch-swebench-sonnet46,Epoch AI benchmarks,below,keep_below,below,AI 75.21% resolved vs a correct patch conditional on solving (100%),AI 0.75 of human on the benchmark metric
lang-epoch-simpleqa-dsv32,Epoch AI benchmarks,below,exclude,,AI 27.5% vs assumed fact-checker 95%,AI 0.29 of human on the benchmark metric
lang-epoch-simpleqa-gemini31pro,Epoch AI benchmarks,below,keep_below,below,AI 77.3% vs assumed fact-checker 95%,AI 0.81 of human on the benchmark metric
lang-epoch-simpleqa-glm47,Epoch AI benchmarks,below,exclude,,AI 31.5% vs assumed fact-checker 95%,AI 0.33 of human on the benchmark metric
lang-epoch-simpleqa-gpt52xhigh,Epoch AI benchmarks,below,exclude,,AI 38.9% vs assumed fact-checker 95%,"AI 0.41 of human on the benchmark metric (borderline, ratio 0.41)"
lang-epoch-simpleqa-gpt54xhigh,Epoch AI benchmarks,below,keep_below,below,AI 44.83% vs assumed fact-checker 95%,"AI 0.47 of human on the benchmark metric (borderline, ratio 0.47)"
lang-epoch-simpleqa-gptoss120b,Epoch AI benchmarks,below,exclude,,AI 13.9% vs assumed fact-checker 95%,AI 0.15 of human on the benchmark metric
lang-epoch-simpleqa-haiku35,Epoch AI benchmarks,below,exclude,,AI 6.7% vs assumed fact-checker 95%,AI 0.07 of human on the benchmark metric
lang-epoch-simpleqa-kimik25,Epoch AI benchmarks,below,exclude,,AI 33.9% vs assumed fact-checker 95%,AI 0.36 of human on the benchmark metric
lang-epoch-simpleqa-opus46,Epoch AI benchmarks,below,exclude,,AI 43.1% vs assumed fact-checker 95%,"AI 0.45 of human on the benchmark metric (borderline, ratio 0.45)"
lang-epoch-simpleqa-opus46-32k,Epoch AI benchmarks,below,keep_below,below,AI 46.49% vs assumed fact-checker 95%,"AI 0.49 of human on the benchmark metric (borderline, ratio 0.49)"
lang-epoch-simpleqa-opus46-max,Epoch AI benchmarks,below,exclude,,AI 41.04% vs assumed fact-checker 95%,"AI 0.43 of human on the benchmark metric (borderline, ratio 0.43)"
lang-epoch-simpleqa-qwen3thinking,Epoch AI benchmarks,below,keep_below,below,AI 50.1% vs assumed fact-checker 95%,"AI 0.53 of human on the benchmark metric (borderline, ratio 0.53)"
lang-epoch-simpleqa-sonnet46-32k,Epoch AI benchmarks,below,exclude,,AI 29% vs assumed fact-checker 95%,AI 0.31 of human on the benchmark metric
reas-epoch-mathl5-claude2,Epoch AI benchmarks,below,exclude,,AI 11.73% vs assumed IMO-gold baseline 90%,AI 0.13 of human on the benchmark metric
reas-epoch-mathl5-dbrx,Epoch AI benchmarks,below,exclude,,AI 11.65% vs assumed IMO-gold baseline 90%,AI 0.13 of human on the benchmark metric
reas-epoch-mathl5-ds67b,Epoch AI benchmarks,below,exclude,,AI 6.392% vs assumed IMO-gold baseline 90%,AI 0.07 of human on the benchmark metric
reas-epoch-mathl5-gemini10pro,Epoch AI benchmarks,below,exclude,,AI 11.24% vs assumed IMO-gold baseline 90%,AI 0.12 of human on the benchmark metric
reas-epoch-mathl5-gemini15flash1,Epoch AI benchmarks,below,exclude,,AI 25.12% vs assumed IMO-gold baseline 90%,AI 0.28 of human on the benchmark metric
reas-epoch-mathl5-gemini15flash2,Epoch AI benchmarks,below,keep_below,below,AI 61.87% vs assumed IMO-gold baseline 90%,AI 0.69 of human on the benchmark metric
reas-epoch-mathl5-gemini15pro1,Epoch AI benchmarks,below,exclude,,AI 40.75% vs assumed IMO-gold baseline 90%,"AI 0.45 of human on the benchmark metric (borderline, ratio 0.45)"
reas-epoch-mathl5-gemini15pro2,Epoch AI benchmarks,below,keep_below,below,AI 70.39% vs assumed IMO-gold baseline 90%,AI 0.78 of human on the benchmark metric
reas-epoch-mathl5-gemini20flash,Epoch AI benchmarks,below,keep_below,below,AI 82.17% vs assumed IMO-gold baseline 90%,AI 0.91 of human on the benchmark metric
reas-epoch-mathl5-gemini20pro,Epoch AI benchmarks,below,keep_below,below,AI 83.46% vs assumed IMO-gold baseline 90%,AI 0.93 of human on the benchmark metric
reas-epoch-mathl5-gemma2-27b,Epoch AI benchmarks,below,exclude,,AI 27.89% vs assumed IMO-gold baseline 90%,AI 0.31 of human on the benchmark metric
reas-epoch-mathl5-gemma2-9b,Epoch AI benchmarks,below,exclude,,AI 21.01% vs assumed IMO-gold baseline 90%,AI 0.23 of human on the benchmark metric
reas-epoch-mathl5-gemma3-27b,Epoch AI benchmarks,below,keep_below,below,AI 74.04% vs assumed IMO-gold baseline 90%,AI 0.82 of human on the benchmark metric
reas-epoch-mathl5-gpt35-0125,Epoch AI benchmarks,below,exclude,,AI 11.63% vs assumed IMO-gold baseline 90%,AI 0.13 of human on the benchmark metric
reas-epoch-mathl5-gpt35-1106,Epoch AI benchmarks,below,exclude,,AI 15.89% vs assumed IMO-gold baseline 90%,AI 0.18 of human on the benchmark metric
reas-epoch-mathl5-gpt4-0125,Epoch AI benchmarks,below,exclude,,AI 35.41% vs assumed IMO-gold baseline 90%,AI 0.39 of human on the benchmark metric
reas-epoch-mathl5-gpt4-0613,Epoch AI benchmarks,below,exclude,,AI 22.97% vs assumed IMO-gold baseline 90%,AI 0.26 of human on the benchmark metric
reas-epoch-mathl5-gpt4-1106,Epoch AI benchmarks,below,exclude,,AI 40.02% vs assumed IMO-gold baseline 90%,"AI 0.44 of human on the benchmark metric (borderline, ratio 0.44)"
reas-epoch-mathl5-gpt41,Epoch AI benchmarks,below,keep_below,below,AI 83.01% vs assumed IMO-gold baseline 90%,AI 0.92 of human on the benchmark metric
reas-epoch-mathl5-gpt41nano,Epoch AI benchmarks,below,keep_below,below,AI 70% vs assumed IMO-gold baseline 90%,AI 0.78 of human on the benchmark metric
reas-epoch-mathl5-gpt45,Epoch AI benchmarks,below,keep_below,below,AI 78.63% vs assumed IMO-gold baseline 90%,AI 0.87 of human on the benchmark metric
reas-epoch-mathl5-gpt4o-0513,Epoch AI benchmarks,below,keep_below,below,AI 51.05% vs assumed IMO-gold baseline 90%,"AI 0.57 of human on the benchmark metric (borderline, ratio 0.57)"
reas-epoch-mathl5-gpt4o-0806,Epoch AI benchmarks,below,keep_below,below,AI 53.28% vs assumed IMO-gold baseline 90%,"AI 0.59 of human on the benchmark metric (borderline, ratio 0.59)"
reas-epoch-mathl5-gpt4o-1120,Epoch AI benchmarks,below,keep_below,below,AI 49.77% vs assumed IMO-gold baseline 90%,"AI 0.55 of human on the benchmark metric (borderline, ratio 0.55)"
reas-epoch-mathl5-gpt4omini,Epoch AI benchmarks,below,keep_below,below,AI 52.63% vs assumed IMO-gold baseline 90%,"AI 0.58 of human on the benchmark metric (borderline, ratio 0.58)"
reas-epoch-mathl5-gpt4turbo,Epoch AI benchmarks,below,keep_below,below,AI 46.73% vs assumed IMO-gold baseline 90%,"AI 0.52 of human on the benchmark metric (borderline, ratio 0.52)"
reas-epoch-mathl5-grok2,Epoch AI benchmarks,below,keep_below,below,AI 63.52% vs assumed IMO-gold baseline 90%,AI 0.71 of human on the benchmark metric
reas-epoch-mathl5-haiku3,Epoch AI benchmarks,below,exclude,,AI 14.88% vs assumed IMO-gold baseline 90%,AI 0.17 of human on the benchmark metric
reas-epoch-mathl5-haiku35,Epoch AI benchmarks,below,keep_below,below,AI 46.36% vs assumed IMO-gold baseline 90%,"AI 0.52 of human on the benchmark metric (borderline, ratio 0.52)"
reas-epoch-mathl5-hermes70b,Epoch AI benchmarks,below,exclude,,AI 22.69% vs assumed IMO-gold baseline 90%,AI 0.25 of human on the benchmark metric
reas-epoch-mathl5-llama2-70b,Epoch AI benchmarks,below,exclude,,AI 3.285% vs assumed IMO-gold baseline 90%,AI 0.04 of human on the benchmark metric
reas-epoch-mathl5-llama3-70b,Epoch AI benchmarks,below,exclude,,AI 22.55% vs assumed IMO-gold baseline 90%,AI 0.25 of human on the benchmark metric
reas-epoch-mathl5-llama3-8b,Epoch AI benchmarks,below,exclude,,AI 6.127% vs assumed IMO-gold baseline 90%,AI 0.07 of human on the benchmark metric
reas-epoch-mathl5-llama31-405b,Epoch AI benchmarks,below,keep_below,below,AI 49.77% vs assumed IMO-gold baseline 90%,"AI 0.55 of human on the benchmark metric (borderline, ratio 0.55)"
reas-epoch-mathl5-llama31-70b,Epoch AI benchmarks,below,exclude,,AI 36.68% vs assumed IMO-gold baseline 90%,"AI 0.41 of human on the benchmark metric (borderline, ratio 0.41)"
reas-epoch-mathl5-llama31-8b,Epoch AI benchmarks,below,exclude,,AI 22.88% vs assumed IMO-gold baseline 90%,AI 0.25 of human on the benchmark metric
reas-epoch-mathl5-llama32-90b,Epoch AI benchmarks,below,exclude,,AI 39.44% vs assumed IMO-gold baseline 90%,"AI 0.44 of human on the benchmark metric (borderline, ratio 0.44)"
reas-epoch-mathl5-llama33-70b,Epoch AI benchmarks,below,exclude,,AI 41.6% vs assumed IMO-gold baseline 90%,"AI 0.46 of human on the benchmark metric (borderline, ratio 0.46)"
reas-epoch-mathl5-llama4-maverick,Epoch AI benchmarks,below,keep_below,below,AI 73.02% vs assumed IMO-gold baseline 90%,AI 0.81 of human on the benchmark metric
reas-epoch-mathl5-llama4-scout,Epoch AI benchmarks,below,keep_below,below,AI 62.27% vs assumed IMO-gold baseline 90%,AI 0.69 of human on the benchmark metric
reas-epoch-mathl5-ministral3b,Epoch AI benchmarks,below,exclude,,AI 14.44% vs assumed IMO-gold baseline 90%,AI 0.16 of human on the benchmark metric
reas-epoch-mathl5-ministral8b,Epoch AI benchmarks,below,exclude,,AI 14.94% vs assumed IMO-gold baseline 90%,AI 0.17 of human on the benchmark metric
reas-epoch-mathl5-mistral7b,Epoch AI benchmarks,below,exclude,,AI 3.597% vs assumed IMO-gold baseline 90%,AI 0.04 of human on the benchmark metric
reas-epoch-mathl5-mistrallarge2402,Epoch AI benchmarks,below,exclude,,AI 24.46% vs assumed IMO-gold baseline 90%,AI 0.27 of human on the benchmark metric
reas-epoch-mathl5-mistrallarge2407,Epoch AI benchmarks,below,keep_below,below,AI 44.82% vs assumed IMO-gold baseline 90%,"AI 0.50 of human on the benchmark metric (borderline, ratio 0.50)"
reas-epoch-mathl5-mistrallarge2411,Epoch AI benchmarks,below,keep_below,below,AI 50.28% vs assumed IMO-gold baseline 90%,"AI 0.56 of human on the benchmark metric (borderline, ratio 0.56)"
reas-epoch-mathl5-mistralnemo,Epoch AI benchmarks,below,exclude,,AI 10.83% vs assumed IMO-gold baseline 90%,AI 0.12 of human on the benchmark metric
reas-epoch-mathl5-mistralsmall2501,Epoch AI benchmarks,below,keep_below,below,AI 44.82% vs assumed IMO-gold baseline 90%,"AI 0.50 of human on the benchmark metric (borderline, ratio 0.50)"
reas-epoch-mathl5-mistralsmall2503,Epoch AI benchmarks,below,keep_below,below,AI 46.77% vs assumed IMO-gold baseline 90%,"AI 0.52 of human on the benchmark metric (borderline, ratio 0.52)"
reas-epoch-mathl5-mixtral8x22b,Epoch AI benchmarks,below,exclude,,AI 24.24% vs assumed IMO-gold baseline 90%,AI 0.27 of human on the benchmark metric
